ds,y,month,quarter,year,month_sin,month_cos,y_log,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_std_3,diff_1_3,diff_1_12,region_Caribbean,region_Central Africa,region_Central America,region_Central Asia,region_Central US,region_Eastern Africa,region_Eastern Asia,region_Eastern Europe,region_Eastern US,region_North Africa,region_Northern Europe,region_Oceania,region_South America,region_Southeastern Asia,region_Southern Africa,region_Southern Asia,region_Southern Europe,region_Southern US,region_Western Africa,region_Western Asia,region_Western Europe,region_Western US
2015-07-01,2699.333999999998,7,3,2015,-0.4999999999999997,-0.8660254037844388,7.901130748045452,9.133515913512216,8.864003802403875,8.065846435301772,8.965024573031826,8.607915408049282,8.687788717072623,8.359937032035031,0.5552191872578479,1.0676694782104441,0.5256005054629345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,8721.743999999999,8,3,2015,-0.8660254037844385,-0.5000000000000004,9.073689146301087,7.901130748045452,9.133515913512216,8.864003802403875,6.969217197226888,8.858285026954755,8.632883487987181,8.182621394537302,0.6478855985570979,-0.9628730543584236,-0.9571542789093037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,8009.147999999996,9,3,2015,-1.0,-1.8369701987210297e-16,8.98846451679558,9.073689146301087,7.901130748045452,9.133515913512216,8.162014270733609,8.749300289842942,8.702778602619587,8.533366719383002,0.69489155454374,-0.05982676721112945,0.3243888564581443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,6932.387999999995,10,4,2015,-0.8660254037844386,0.5000000000000001,8.8441038616056,8.98846451679558,9.073689146301087,7.901130748045452,8.065846435301772,7.771876543267397,8.654428137047374,8.671108427059997,0.6537648863134362,1.0873337687501277,1.2165879735281822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,13269.791999999994,11,4,2015,-0.5000000000000004,0.8660254037844384,9.493320809041872,8.8441038616056,8.98846451679558,9.073689146301087,8.864003802403875,9.232379124730235,8.96875250823409,8.800817998110634,0.1160550438297255,-0.2295852846954869,-0.3882752631246351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,6712.6439999999975,12,4,2015,-2.4492935982947064e-16,1.0,8.811897152601267,9.493320809041872,8.8441038616056,8.98846451679558,9.133515913512216,8.231519766946382,9.108629729147685,8.905704165883634,0.34088182689068786,0.5048562922462931,1.26180104209549,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,8291.641999999994,1,1,2013,0.49999999999999994,0.8660254037844387,9.02312389458174,9.511410868161649,8.646949417056632,8.39023171242485,8.592504353732,8.419930466636023,8.849530665881042,8.949592720503292,0.5874010951608074,1.1211791557367992,1.0914804015256259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,5601.597999999995,2,1,2013,0.8660254037844386,0.5000000000000001,8.630985697713081,9.02312389458174,9.511410868161649,8.646949417056632,9.379744017335502,7.8872138430288015,9.060494726600007,9.021362643978248,0.43344069308955613,0.37617447752510813,1.1359100515529388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,12410.257999999996,3,1,2013,1.0,6.123233995736766e-17,9.42635924292409,8.630985697713081,9.02312389458174,9.511410868161649,9.176715954309117,7.911241170956771,9.055173486818823,8.896569590707845,0.4410867289567594,-0.8804251704485679,0.7197445267563101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,4145.623999999998,4,2,2013,0.8660254037844387,-0.4999999999999998,8.330049788183057,9.42635924292409,8.630985697713081,9.02312389458174,8.39023171242485,8.113929658062913,9.02682294507297,8.938176805477006,0.39769967480032964,0.4032353483423492,1.3124295848611762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,8830.225999999991,5,2,2013,0.49999999999999994,-0.8660254037844387,9.086049128807064,8.330049788183057,9.42635924292409,8.630985697713081,8.646949417056632,8.9252099745642,8.795798242940075,8.928146484770041,0.5664326848238855,-0.3009359095300237,-0.5951601863811433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,13029.361999999994,6,2,2013,1.2246467991473532e-16,-1.0,9.47503745177442,9.086049128807064,8.330049788183057,9.42635924292409,9.511410868161649,9.281283527089734,8.947486053304738,9.00132977006178,0.5611358120438802,-0.3403101141170257,-0.19523439828267009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,10544.155999999992,7,3,2013,-0.4999999999999997,-0.8660254037844388,9.263421886544558,9.47503745177442,9.086049128807064,8.330049788183057,9.02312389458174,8.592504353732,8.963712122921514,8.995267533997241,0.5822146895268834,1.1449876635913618,0.8825330980424191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,11519.437999999996,8,3,2013,-0.8660254037844385,-0.5000000000000004,9.351877954360441,9.263421886544558,9.47503745177442,9.086049128807064,8.630985697713081,9.379744017335502,9.274836155708678,9.035317199324377,0.19474520021469013,0.17737275773749417,-0.11632213079094456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,11496.315999999992,9,3,2013,-1.0,-1.8369701987210297e-16,9.349868895807004,9.351877954360441,9.263421886544558,9.47503745177442,9.42635924292409,9.176715954309117,9.363445764226473,9.155465908765605,0.10628098386221259,-0.1231594974139778,0.17516200005132454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,7329.083999999998,10,4,2013,-0.8660254037844386,0.5000000000000001,8.899742254569468,9.349868895807004,9.351877954360441,9.263421886544558,8.330049788183057,8.39023171242485,9.321722912237334,9.142717517579426,0.05050016115517289,0.08644700926244653,0.9596371833821546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,8361.583999999997,11,4,2013,-0.5000000000000004,0.8660254037844384,9.031522749229083,8.899742254569468,9.349868895807004,9.351877954360441,9.086049128807064,8.646949417056632,9.200496368245638,9.237666261977159,0.26046263983329376,-0.4521356997909738,0.25279283751283543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,13167.893999999987,12,4,2013,-2.4492935982947064e-16,1.0,9.485612812471354,9.031522749229083,8.899742254569468,9.349868895807004,9.47503745177442,9.511410868161649,9.093711299868518,9.228578532047495,0.23141750184661128,-0.3183461465779214,-0.4798881189325659,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,10763.10599999999,1,1,2014,0.49999999999999994,0.8660254037844387,9.28397235943859,9.485612812471354,9.031522749229083,8.899742254569468,9.263421886544558,9.02312389458174,9.138959272089968,9.230341092163652,0.3073565234176758,0.5858705579018864,0.46248891788961366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-02-01,9193.245999999992,2,1,2014,0.8660254037844386,0.5000000000000001,9.1263331325886,9.28397235943859,9.485612812471354,9.031522749229083,9.351877954360441,8.630985697713081,9.267035973713009,9.233766170979324,0.22751830092309921,0.2524496102095064,0.6529866617255085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,5328.467999999996,3,1,2014,1.0,6.123233995736766e-17,8.581006699795562,9.1263331325886,9.28397235943859,9.485612812471354,9.349868895807004,9.42635924292409,9.298639434832848,9.196175367350683,0.18008835170448143,-0.35927967988275356,-0.3000261103354891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-04-01,2445.91,4,2,2014,0.8660254037844387,-0.4999999999999998,7.802581283035999,8.581006699795562,9.1263331325886,9.28397235943859,8.899742254569468,8.330049788183057,8.997104063940917,9.068031668015442,0.36887029400183985,-0.7029656596430272,0.250956911612505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-01,6974.51,5,2,2014,0.49999999999999994,-0.8660254037844387,8.850160722296126,7.802581283035999,8.581006699795562,9.1263331325886,9.031522749229083,9.086049128807064,8.503307038473388,8.885171506093197,0.6652876579538111,-1.3237518495526013,-1.2834678457710647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-06-01,16681.19399999999,6,2,2014,1.2246467991473532e-16,-1.0,9.72209720203498,8.850160722296126,7.802581283035999,8.581006699795562,9.485612812471354,9.47503745177442,8.411249568375895,8.854944501604372,0.5440301307290005,0.26915402250056353,-0.6248767294782933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-07-01,6057.293999999998,7,3,2014,-0.4999999999999997,-0.8660254037844388,8.709183521277872,9.72209720203498,8.850160722296126,7.802581283035999,9.28397235943859,9.263421886544558,8.791613069122368,8.894358566531643,0.9610963591605909,1.9195159189989814,0.4586753154904226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,12544.407999999996,8,3,2014,-0.8660254037844385,-0.5000000000000004,9.437109981189161,8.709183521277872,9.72209720203498,8.850160722296126,9.1263331325886,9.351877954360441,9.093813815202992,8.798560426838192,0.5486562251797981,-0.14097720101825395,-0.6426944330825695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-09-01,15152.151999999993,9,3,2014,-1.0,-1.8369701987210297e-16,9.625963842102811,9.437109981189161,8.709183521277872,9.72209720203498,8.581006699795562,9.349868895807004,9.289463568167337,8.850356568271618,0.5223486657634864,-0.28498722084581907,0.08724108538215702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-10-01,7953.127999999996,10,4,2014,-0.8660254037844386,0.5000000000000001,8.981446318170212,9.625963842102811,9.437109981189161,8.709183521277872,7.802581283035999,8.899742254569468,9.257419114856615,9.024516091989492,0.48408485283623864,0.9167803208249392,0.7262215875333435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,20190.311999999994,11,4,2014,-0.5000000000000004,0.8660254037844384,9.913007691860287,8.981446318170212,9.625963842102811,9.437109981189161,8.850160722296126,9.031522749229083,9.348173380487395,9.220993597845194,0.33133517602625573,-0.45566366301894945,-0.05007643105887105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-12-01,10589.26,12,4,2014,-2.4492935982947064e-16,1.0,9.267689989757715,9.913007691860287,8.981446318170212,9.625963842102811,9.72209720203498,9.485612812471354,9.506805950711104,9.398134759439221,0.4770750470822531,0.28704384975747566,0.42739487938893284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-01-01,9538.215999999991,1,1,2015,0.49999999999999994,0.8660254037844387,9.163166580771845,9.267689989757715,9.913007691860287,8.981446318170212,8.709183521277872,9.28397235943859,9.387381333262738,9.322400224059676,0.4771751895482121,0.28624367158750275,-0.01628236968087471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-02-01,11335.247999999996,2,1,2015,0.8660254037844386,0.5000000000000001,9.335760658336577,9.163166580771845,9.267689989757715,9.913007691860287,9.437109981189161,9.1263331325886,9.447954754129947,9.398064067308672,0.406124318313038,-0.7498411110884415,0.036833448183244855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-03-01,12756.85,3,1,2015,1.0,6.123233995736766e-17,9.453902047404048,9.335760658336577,9.163166580771845,9.267689989757715,9.625963842102811,8.581006699795562,9.255539076288711,9.381172513499907,0.08693625495851161,0.06807066857886213,0.7547539585410146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-04-01,13943.999999999989,4,2,2015,0.8660254037844387,-0.4999999999999998,9.542876300061588,9.453902047404048,9.335760658336577,9.163166580771845,8.981446318170212,7.802581283035999,9.317609762170823,9.352495547716781,0.14621514683227801,0.29073546663220284,1.651320764368049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,10842.505999999992,5,2,2015,0.49999999999999994,-0.8660254037844387,9.291321654435185,9.542876300061588,9.453902047404048,9.335760658336577,9.913007691860287,8.850160722296126,9.444179668600738,9.446067211365344,0.10389954643306615,0.20711564172501085,0.6927155777654619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,22408.447999999986,6,2,2015,1.2246467991473532e-16,-1.0,10.017237934630826,9.291321654435185,9.542876300061588,9.453902047404048,9.267689989757715,9.72209720203498,9.429366667300274,9.342452871794494,0.1275594904022959,-0.16258039296886295,-0.4307755475997954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,11693.861999999994,7,3,2015,-0.4999999999999997,-0.8660254037844388,9.366904879034166,10.017237934630826,9.291321654435185,9.542876300061588,9.163166580771845,8.709183521277872,9.617145296375865,9.467377529273344,0.3686129736233224,0.4743616345692381,1.308054413352954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-08-01,31171.82999999998,8,3,2015,-0.8660254037844385,-0.5000000000000004,10.347302161068617,9.366904879034166,10.017237934630826,9.291321654435185,9.335760658336577,9.437109981189161,9.558488156033393,9.501333912317065,0.3990823542611244,0.07558322459898115,-0.0702051021549952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-09-01,25951.71999999999,9,3,2015,-1.0,-1.8369701987210297e-16,10.164031700056805,10.347302161068617,9.366904879034166,10.017237934630826,9.453902047404048,9.625963842102811,9.910481658244537,9.669924162772405,0.49884104138096746,0.3300642264377913,0.721338318965806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-10-01,14780.361999999994,10,4,2015,-0.8660254037844386,0.5000000000000001,9.601122341812655,10.164031700056805,10.347302161068617,9.366904879034166,9.542876300061588,8.981446318170212,9.95941291338653,9.788279104881198,0.5212449937879126,0.7971268210226388,1.182585381886593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,16127.423999999997,11,4,2015,-0.5000000000000004,0.8660254037844384,9.688338460208067,9.601122341812655,10.164031700056805,10.347302161068617,9.291321654435185,9.913007691860287,10.037485400979358,9.797986778506376,0.38885287066431595,-0.7461798192559623,-0.31188535004763196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,20104.253999999986,12,4,2015,-2.4492935982947064e-16,1.0,9.908736452924785,9.688338460208067,9.601122341812655,10.164031700056805,10.017237934630826,9.267689989757715,9.817830834025841,9.86415624613519,0.30297350141133556,-0.4756932398487379,0.42064847045035236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,9485.643999999998,1,1,2013,0.49999999999999994,0.8660254037844387,9.157640193654538,9.842935421842148,9.362702081120633,9.830787066332261,8.744717851642182,9.056387239301866,9.678808189765014,9.4630767969759,0.27382329991642956,0.012148355509886244,0.7865481825402814,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-02-01,10287.75,2,1,2013,0.8660254037844386,0.5000000000000001,9.238806344286854,9.157640193654538,9.842935421842148,9.362702081120633,9.431137813325401,8.795327831840217,9.454425898872438,9.531897187311293,0.3517347459398976,-0.2050618874660941,0.3623123618143218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-03-01,14922.58999999999,3,1,2013,1.0,6.123233995736766e-17,9.610698461436199,9.238806344286854,9.157640193654538,9.842935421842148,9.566180547592769,8.637103740088763,9.413127319927847,9.499841942471534,0.3744305534481658,-0.6041290775552941,0.6017026041980902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-04-01,7472.223999999998,4,2,2013,0.8660254037844387,-0.4999999999999998,8.9190817780562,9.610698461436199,9.238806344286854,9.157640193654538,9.830787066332261,8.633456495086957,9.33571499979253,9.507261594778772,0.24157589725647205,0.45305826778166036,0.9772419663492418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-05-01,31325.05399999998,5,2,2013,0.49999999999999994,-0.8660254037844387,10.35220542644482,8.9190817780562,9.610698461436199,9.238806344286854,9.362702081120633,9.287548789919553,9.256195527926417,9.355310713399428,0.34613609601300765,-0.31972456623065426,-0.36846701186335373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-06-01,17243.857999999997,6,2,2013,1.2246467991473532e-16,-1.0,9.755269291066236,10.35220542644482,8.9190817780562,9.610698461436199,9.842935421842148,9.699153488458904,9.627328555312406,9.520227937620126,0.7167065423933501,0.7415069650086217,0.6530519379859161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-07-01,5820.863999999998,7,3,2013,-0.4999999999999997,-0.8660254037844388,8.66937576436251,9.755269291066236,10.35220542644482,8.9190817780562,9.157640193654538,8.744717851642182,9.675518831855753,9.50561691582414,0.7198825943866786,0.8361875130100369,1.010551439424054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-08-01,23201.78999999998,8,3,2013,-0.8660254037844385,-0.5000000000000004,10.052027809044603,8.66937576436251,9.755269291066236,10.35220542644482,9.238806344286854,9.431137813325401,9.592283493957856,9.424239510942137,0.8531718440269289,-1.6828296620823107,-0.7617620489628916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-09-01,9829.771999999994,9,3,2013,-1.0,-1.8369701987210297e-16,9.193272745154136,10.052027809044603,8.66937576436251,9.755269291066236,9.610698461436199,9.566180547592769,9.492224288157784,9.559776421735094,0.727891595178998,0.2967585179783665,0.4858472614518341,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-10-01,21824.22999999999,10,4,2013,-0.8660254037844386,0.5000000000000001,9.990821919025699,9.193272745154136,10.052027809044603,8.66937576436251,8.9190817780562,9.830787066332261,9.304892106187083,9.490205469021417,0.6980514526049965,0.5238969807916263,-0.6375143211781253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-11-01,27709.453999999987,11,4,2013,-0.5000000000000004,0.8660254037844384,10.229565021699711,9.990821919025699,9.193272745154136,10.052027809044603,10.35220542644482,9.362702081120633,9.745374157741479,9.668828825849667,0.47911221814827587,-0.061205890018904086,0.6281198379050661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013-12-01,20852.79599999999,12,4,2013,-2.4492935982947064e-16,1.0,9.94529127300573,10.229565021699711,9.990821919025699,9.193272745154136,9.755269291066236,9.842935421842148,9.804553228626515,9.64838875839215,0.5426761827962217,1.0362922765455753,0.38662959985756373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-01-01,17582.913999999986,1,1,2014,0.49999999999999994,0.8660254037844387,9.774739785821614,9.94529127300573,10.229565021699711,9.990821919025699,8.66937576436251,9.157640193654538,10.055226071243714,9.680059088715398,0.15268861177681636,-0.04553064601996937,0.7876510793511908,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-02-01,10458.565999999992,2,1,2014,0.8660254037844386,0.5000000000000001,9.255272245362328,9.774739785821614,9.94529127300573,10.229565021699711,10.052027809044603,9.238806344286854,9.983198693509019,9.864286425625249,0.2297699462392954,-0.4548252358780971,0.5359334415347607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-03-01,15590.28999999999,3,1,2014,1.0,6.123233995736766e-17,9.654467703978197,9.255272245362328,9.774739785821614,9.94529127300573,9.193272745154136,9.610698461436199,9.658434434729891,9.731493831678202,0.3594116938093641,-0.6900190276434017,-0.35542621607387126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-04-01,8360.263999999997,4,2,2014,0.8660254037844387,-0.4999999999999998,9.031364890822006,9.654467703978197,9.255272245362328,9.774739785821614,9.990821919025699,8.9190817780562,9.561493245054047,9.80835965814888,0.27192796639346545,-0.12027208184341731,0.7353859259219977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-01,20343.207999999995,5,2,2014,0.49999999999999994,-0.8660254037844387,9.9205515311944,9.031364890822006,9.654467703978197,9.255272245362328,10.229565021699711,10.35220542644482,9.31370161338751,9.648450153448264,0.3156339212230756,-0.22390735454032118,-1.3208405356228141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-06-01,32651.069999999967,6,2,2014,1.2246467991473532e-16,-1.0,10.393663532388622,9.9205515311944,9.031364890822006,9.654467703978197,9.94529127300573,9.755269291066236,9.535461375331534,9.596947905030712,0.4563826246119104,0.26608382721620316,0.16528224012816395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-07-01,9545.321999999995,7,3,2014,-0.4999999999999997,-0.8660254037844388,9.163911228402775,10.393663532388622,9.9205515311944,9.031364890822006,9.774739785821614,8.66937576436251,9.781859984801676,9.671676614927861,0.69165808459395,1.3622986415666158,1.7242877680261124,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-08-01,20768.88599999999,8,3,2014,-0.8660254037844385,-0.5000000000000004,9.94125942816949,9.163911228402775,10.393663532388622,9.9205515311944,9.255272245362328,10.052027809044603,9.826042097328598,9.569871855358054,0.6202996913644713,-0.7566403027916255,-0.8881165806418281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-09-01,35218.455999999984,9,3,2014,-1.0,-1.8369701987210297e-16,10.469353936161461,9.94125942816949,9.163911228402775,10.393663532388622,9.654467703978197,9.193272745154136,9.832944729653628,9.684203052492581,0.6219901427881065,-0.45240410421913246,0.7479866830153536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-10-01,30402.823999999975,10,4,2014,-0.8660254037844386,0.5000000000000001,10.322323668957164,10.469353936161461,9.94125942816949,9.163911228402775,9.031364890822006,9.990821919025699,9.858174864244575,9.820017424523126,0.656675299811129,1.3054427077586865,0.47853201713576254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-11-01,24746.17999999999,11,4,2014,-0.5000000000000004,0.8660254037844384,10.116466822111311,10.322323668957164,10.469353936161461,9.94125942816949,9.9205515311944,10.229565021699711,10.244312344429373,10.035177220878985,0.27255325609643893,0.38106424078767454,0.09275864725745286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-12-01,28146.999999999978,12,4,2014,-2.4492935982947064e-16,1.0,10.245231583086438,10.116466822111311,10.322323668957164,10.469353936161461,10.393663532388622,9.94529127300573,10.302714809076646,10.067829769365138,0.1772588766607679,-0.3528871140501497,0.1711755491055822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-01-01,18613.053999999986,1,1,2015,0.49999999999999994,0.8660254037844387,9.831672165783674,10.245231583086438,10.116466822111311,10.322323668957164,9.163911228402775,9.774739785821614,10.228007358051636,10.043091111148106,0.10400368163859024,-0.07709208587072602,0.47049179726482393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-02-01,15224.829999999989,2,1,2015,0.8660254037844386,0.5000000000000001,9.630748606691519,9.831672165783674,10.245231583086438,10.116466822111311,9.94125942816949,9.255272245362328,10.064456856993809,10.15438460071159,0.21162850768175365,-0.28479465632763734,0.5763999204213466,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-03-01,11697.441999999994,3,1,2015,1.0,6.123233995736766e-17,9.367210949525786,9.630748606691519,9.831672165783674,10.245231583086438,10.469353936161461,9.654467703978197,9.902550785187211,10.102632797131928,0.3133132076472588,-0.6144829763949193,-0.023719097286678092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-01,17156.25999999999,4,2,2015,0.8660254037844387,-0.4999999999999998,9.750176686633083,9.367210949525786,9.630748606691519,9.831672165783674,10.322323668957164,9.031364890822006,9.609877240666991,9.918942299359315,0.23293296415867118,-0.46446121625788805,0.3358460587037797,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-05-01,30655.18599999998,5,2,2015,0.49999999999999994,-0.8660254037844387,10.330589748079946,9.750176686633083,9.367210949525786,9.630748606691519,10.116466822111311,9.9205515311944,9.58271208095013,9.823584468971967,0.19594978898564602,0.11942807994156368,-0.17037484456131757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-06-01,30953.035999999982,6,2,2015,1.2246467991473532e-16,-1.0,10.340258673488117,10.330589748079946,9.750176686633083,9.367210949525786,10.245231583086438,10.393663532388622,9.815992461412938,9.859271623300074,0.4850499608631349,0.9633787985541602,-0.06307378430867594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-07-01,12592.297999999995,7,3,2015,-0.4999999999999997,-0.8660254037844388,9.440920046666143,10.340258673488117,10.330589748079946,9.750176686633083,9.831672165783674,9.163911228402775,10.140341702733714,9.875109471700354,0.33792739881704625,0.5900819868550347,1.1763474450853426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-08-01,22609.701999999994,8,3,2015,-0.8660254037844385,-0.5000000000000004,10.026178612998788,9.440920046666143,10.340258673488117,10.330589748079946,9.630748606691519,9.94125942816949,10.037256156078067,9.8099841185141,0.5164648473720769,-0.8896697014138031,-0.5003393815033466,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-09-01,28679.305999999982,9,3,2015,-1.0,-1.8369701987210297e-16,10.263965964112705,10.026178612998788,9.440920046666143,10.340258673488117,9.367210949525786,10.469353936161461,9.935785777717683,9.87588911956531,0.4564325140983456,-0.3140800604893297,-0.4431753231626736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-10-01,36454.07799999997,10,4,2015,-0.8660254037844386,0.5000000000000001,10.503836041862435,10.263965964112705,10.026178612998788,9.440920046666143,9.750176686633083,10.322323668957164,9.910354874592546,10.02534828866313,0.4235711266601767,0.8230459174465619,-0.058357704844459235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-11-01,39786.667999999976,11,4,2015,-0.5000000000000004,0.8660254037844384,10.591312294013102,10.503836041862435,10.263965964112705,10.026178612998788,10.330589748079946,10.116466822111311,10.264660206324642,10.150958181201355,0.2388294712056226,0.4776574288636475,0.3873692197511236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015-12-01,25456.777999999984,12,4,2015,-2.4492935982947064e-16,1.0,10.144776594147247,10.591312294013102,10.503836041862435,10.263965964112705,10.340258673488117,10.245231583086438,10.45303809999608,10.194411938856883,0.16948223534701887,0.32734632990039714,0.3460807109266639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
